finess_et;finess_ej;siret;nom;adresse;code_postal;ville;departement;statut_juridique;prix_chambre_simple_jour;cotation_has;nb_red_flags;alerte_gouvernance;contentieux_judiciaire;source_finess;source_cnsa;source_has;source_alimconfiance;url_fiche_seniorvigil
910005248;910700525;44793864800022;EHPAD  CHATEAU DRANEM;17 AV DE RIGNY;91130;RIS ORANGIS;91;Non renseigné;;A;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-chateau-dranem-91/
910001981;910813815;38242612000020;EHPAD  COLOMBIER DE CORBREUSE;46 R DES MONTCEAUX;91410;CORBREUSE;91;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-colombier-de-corbreuse-91/
620110650;910013978;77562993401063;EHPAD  DU BREUIL;7 R DE VILLEMOISSON;91360;EPINAY SUR ORGE;91;Non renseigné;82.07;;0;Non;Non;Oui;Oui;Non;Non;https://seniorvigil.com/ehpad/ehpad-du-breuil-91/
910005768;910701804;97020267700013;EHPAD  LA ROSERAIE;8 R POLONCEAU;91170;VIRY CHATILLON;91;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-roseraie-91/
910001940;910813138;35217878400018;EHPAD  LE VILLAGE;RTE DE MACHERY;91470;ANGERVILLIERS;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-le-village-91/
910017326;910017334;43216527200027;EHPAD  LES JARDINS DU PLESSIS;9 R DU PLESSIS;91700;STE GENEVIEVE DES BOIS;91;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-jardins-du-plessis-91/
920039773;910805621;34918573600171;EHPAD  RESIDENCE LA GENTILHOMMIERE;11 R DU GORD;91800;BOUSSY ST ANTOINE;91;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-residence-la-gentilhommiere-91/
910013168;910013218;45064604700024;EHPAD  RESIDENCE MEDICIS;35 BD DECAUVILLE;91000;EVRY COURCOURONNES;91;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-residence-medicis-91/
920030186;910811116;81779709500590;EHPAD  RESIDENCE TOURNEBRIDE;10 R DU GENERAL DE GAULLE;91660;LE MEREVILLOIS;91;Non renseigné;70.52;B;1;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-residence-tournebride-91/
910001742;910806355;38886980200016;EHPAD  SAINT JEAN BAPTISTE DE LA SALLE;1 R P VAILLANT COUTURIER;91200;ATHIS MONS;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-saint-jean-baptiste-de-la-salle-91/
950007468;950802488;;EHPAD  VAL NOTRE DAME;26 AV D ARGENTEUIL;95100;ARGENTEUIL;95;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-val-notre-dame-95/
780001152;780823100;34743830100017;"EHPAD ""LA FORET DE L'HAUTIL""";34 R DE L HAUTIL;78570;ANDRESY;78;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-foret-de-l-hautil-78/
940004088;940011489;;"EHPAD ""LA MAISON DES SORIERES""";6 R DE LA GRANGE;94150;RUNGIS;94;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-des-sorieres-94/
770810430;770802643;34306049700017;EHPAD ABBAYE NOTRE DAME;1 R FENELON DESFOURNEAUX;77515;FAREMOUTIERS;77;Non renseigné;;B;1;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-abbaye-notre-dame-77-770802643/
770810448;770802684;50270038800015;EHPAD ABBAYE NOTRE DAME;6 R MONTMORIN;77640;JOUARRE;77;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-abbaye-notre-dame-77-770802684/
750056368;940800683;78566823700304;EHPAD ACCUEIL SAINT-FRANCOIS;33 R DU CDT JEAN DUHAIL;94120;FONTENAY SOUS BOIS;94;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-accueil-saint-francois-94/
690802715;750041634;32735516000190;EHPAD ACPPA PEAN;9 R DE LA SANTE;75013;PARIS;75;Non renseigné;;A;0;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-acppa-pean-75/
920030186;950046946;81779709501408;EHPAD ADELAIDE HAUTVAL;1 R HELENE BERTAUX;95400;VILLIERS LE BEL;95;Non renseigné;77.7;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-adelaide-hautval-95/
750057291;940800816;;EHPAD AFRICA;22 R DE PLAISANCE;94130;NOGENT SUR MARNE;94;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-africa-94/
750720583;750801607;26750004903001;EHPAD ALQUIER DEBROUSSE;1 ALL ALQUIER DEBROUSSE;75020;PARIS;75;Non renseigné;;C;3;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-alquier-debrousse-75/
750057291;750800427;80826970800125;EHPAD AMITIE ET PARTAGE;83 R DE SEVRES;75006;PARIS;75;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-amitie-et-partage-75/
910027655;910700731;26910240600015;EHPAD AMODRU;15 R DU DOCTEUR AMODRU;91590;LA FERTE ALAIS;91;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-amodru-91/
750721334;950800250;77567227233257;EHPAD ANNIE BEAUCHAIS;CONTRE ALLEE HENRI DUNANT;95200;SARCELLES;95;Non renseigné;;B;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-annie-beauchais-95/
750720583;750047672;26750004904462;EHPAD ANNIE GIRARDOT;R BRILLAT SAVARIN;75013;PARIS;75;Non renseigné;;B;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-annie-girardot-75/
750056368;750048332;78566823700247;EHPAD ANTOINE PORTAIL;88 R DU CHERCHE MIDI;75006;PARIS;75;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-antoine-portail-75/
770001238;770811313;26770010200010;EHPAD ARTHUR VERNES;20 R DES FOSSES;77250;MORET LOING ET ORVANNE;77;Non renseigné;74.35;C;2;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-arthur-vernes-77/
920030152;750068959;;EHPAD ASSOMPTION;19 R ASSOMPTION;75016;PARIS;75;Non renseigné;235.0;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-assomption-75/
770000628;770701076;26770022700015;EHPAD AU COIN DU FEU;9 R DU GENERAL DE GAULLE;77230;DAMMARTIN EN GOELE;77;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-au-coin-du-feu-77/
250015658;770015071;42121627600459;EHPAD AU FIL DU TEMPS;2 R DE CONDE;77100;MEAUX;77;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-au-fil-du-temps-77/
750058844;750044232;;EHPAD BASTILLE;24 R AMELOT;75011;PARIS;75;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-bastille-75/
920030152;950004978;40125156602325;EHPAD BELLEVUE;50 R DE PARIS;95400;VILLIERS LE BEL;95;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-bellevue-95/
920030186;910006279;81779709500459;EHPAD CAMILLE DESMOULINS;2 AV ANATOLE  FRANCE;91260;JUVISY SUR ORGE;91;Non renseigné;87.5;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-camille-desmoulins-91/
570010173;930024138;77561815000848;EHPAD CAMILLE SAINT SAENS;18 BD GOURGUES;93600;AULNAY SOUS BOIS;93;Non renseigné;91.7;A;0;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-camille-saint-saens-93/
930110051;930800206;26930101600086;EHPAD CASANOVA DU CENTRE HOSPITALIER;11 R DANIELLE CASANOVA;93200;ST DENIS;93;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-casanova-du-centre-hospitalier-93/
780000998;780801726;58980620700017;EHPAD CASTEL FLEURI;6 AV DU GENERAL LECLERC;78600;MAISONS LAFFITTE;78;Non renseigné;148.0;;0;Non;Non;Oui;Oui;Non;Non;https://seniorvigil.com/ehpad/ehpad-castel-fleuri-78/
750720583;750048373;26750004904421;EHPAD CASVP ALICE PRIN;5 R MARIA HELENA VIEIRA SILVA;75014;PARIS;75;Non renseigné;;;1;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-casvp-alice-prin-75/
750720583;750048365;26750004904439;EHPAD CASVP HUGUETTE VALSECCHI;14 R MARIE SKOBTSOV;75015;PARIS;75;Non renseigné;;C;3;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-casvp-huguette-valsecchi-75/
750720609;780700803;77567216500088;EHPAD CENTRE DE GERONTOLOGIE CLINIQUE;1 PL LEOPOLD BELLAN;78200;MAGNANVILLE;78;Non renseigné;;A;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-centre-de-gerontologie-clinique-78/
590035762;910003938;40072026400110;EHPAD CENTRE DESFONTAINES;8 R MERE MARIE PIA;91480;QUINCY SOUS SENART;91;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-centre-desfontaines-91/
770021145;770803716;20006347700166;EHPAD CENTRE HOSPITALIER DE JOUARRE;18 R PETIT HUET;77640;JOUARRE;77;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-centre-hospitalier-de-jouarre-77/
690793435;750047722;;EHPAD CENTRE ROBERT DOISNEAU;51 R RENE CLAIR;75018;PARIS;75;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-centre-robert-doisneau-75/
770110054;770790640;26770005200264;EHPAD CH DE BRIE COMTE ROBERT;17 R PETIT DE BEAUVERGER;77170;BRIE COMTE ROBERT;77;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-ch-de-brie-comte-robert-77/
780021788;780804043;20003030200018;EHPAD CH DE LA MAULDRE SITE ST LOUIS;23 R SAINT LOUIS;78760;JOUARS PONTCHARTRAIN;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-ch-de-la-mauldre-site-st-louis-78/
950110049;950801415;26950004700056;EHPAD CH GONESSE;2 BD DU 19 MARS 1962;95500;GONESSE;95;Non renseigné;67.43;B;1;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-ch-gonesse-95/
780021788;780800363;20003030200018;EHPAD CH LA MAULDRE SITE BOIS RENOULT;2 CHE DU BOIS RENOULT;78490;MONTFORT L AMAURY;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-ch-la-mauldre-site-bois-renoult-78/
950000984;950783464;78584686600016;EHPAD CHABRAND THIBAULT;35 R ARISTIDE BRIAND;95240;CORMEILLES EN PARISIS;95;Non renseigné;;A;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-chabrand-thibault-95/
750721334;780700894;77567227204480;EHPAD CHAMPSFLEUR;5 R DE LA REPUBLIQUE;78600;LE MESNIL LE ROI;78;Non renseigné;;D;3;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-champsfleur-78/
950150037;950011148;78587795200024;EHPAD CHANTEPIE MANCIER;9 R CHANTEPIE MANCIER;95290;L ISLE ADAM;95;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-chantepie-mancier-95/
770000644;770701092;26770018500015;EHPAD CHATEAU DE CHALLEAU;CHATEAU DE CHALLEAU;77130;DORMELLES;77;Non renseigné;70.44;B;1;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-chateau-de-challeau-77/
780027637;780825295;48773389100039;EHPAD CHATEAU DE CHAMBOURCY;72 GRANDE RUE;78240;CHAMBOURCY;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-chateau-de-chambourcy-78/
750056335;780022356;34117411801659;EHPAD CHATEAU DE LA COULDRE;PARC DE LA COULDRE;78180;MONTIGNY LE BRETONNEUX;78;Non renseigné;150.0;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-chateau-de-la-couldre-78/
950047910;950005009;43929321800053;EHPAD CHATEAU DE NEUVILLE;2 R JOSEPH CORNUDET;95000;NEUVILLE SUR OISE;95;Non renseigné;109.0;A;1;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-chateau-de-neuville-95/
910020288;770803468;45172705100026;EHPAD CHATEAU DU PLESSIS PICARD;545 RTE DES POIRIERS;77550;REAU;77;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-chateau-du-plessis-picard-77/
570010173;770790095;;EHPAD CHATEAU DU POITOU;R DU POITOU;77410;VILLEVAUDE;77;Non renseigné;91.2;A;0;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-chateau-du-poitou-77/
910001148;910707785;33261557400016;EHPAD CHATEAU LA FONTAINE AUX COSSONS;12 R DU MARAIS;91640;VAUGRIGNEUSE;91;Non renseigné;100.0;D;2;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-chateau-la-fontaine-aux-cossons-91/
920030152;950802546;40125156601335;EHPAD CHATEAU SAINT VALERY;R DE L'ERMITAGE;95160;MONTMORENCY;95;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-chateau-saint-valery-95/
780002697;780800306;26780577800045;EHPAD CHATELAIN GUILLET;3 R DES ANNONCIADES;78250;MEULAN EN YVELINES;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-chatelain-guillet-78/
750056335;780824082;34117411800313;EHPAD CLAIREFONTAINE;1 RTE DE SONCHAMP;78120;CLAIREFONTAINE EN YVELINES;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-clairefontaine-78/
750829962;940017627;42921211100125;EHPAD CLAUDE KELMAN;1 R MADAME DE SEVIGNE;94000;CRETEIL;94;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-claude-kelman-94/
940001431;940028889;31411842300024;EHPAD CLEMENTINE PITOIS;19 QU DE LA BARONNIE;94480;ABLON SUR SEINE;94;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-clementine-pitois-94/
750720468;920803699;77565761200096;EHPAD COGNACQ JAY;16 AV DE VERSAILLES;92508;RUEIL MALMAISON CEDEX;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-cognacq-jay-92/
330050899;780002408;48008096900037;EHPAD COLISEE RESIDENCE DES COTEAUX;R DE L AURORE;78100;ST GERMAIN EN LAYE;78;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-colisee-residence-des-coteaux-78/
930000773;930460084;26930132100015;EHPAD CONSTANCE MAZIER;4 R HEMET;93300;AUBERVILLIERS;93;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-constance-mazier-93/
750721235;750048381;77565757000401;EHPAD COS ALICE GUY;10 R DE COLMAR;75019;PARIS;75;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-cos-alice-guy-75/
750721235;750803603;77565757000443;EHPAD COS HOSPITALITE FAMILIALE;122 BD DE CHARONNE;75020;PARIS;75;Non renseigné;105.93;A;0;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-cos-hospitalite-familiale-75/
750721235;750057606;77565757000427;EHPAD COS JACQUES BARROT;16 R GILBERT GESBRON;75017;PARIS;75;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-cos-jacques-barrot-75/
750721235;750022279;;EHPAD COS JEANNE D ARC;21 R GENERAL BERTRAND;75007;PARIS;75;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-cos-jeanne-d-arc-75/
750721235;780022372;77565757000450;EHPAD COS LA SOURCE;8 R DE VERSAILLES;78220;VIROFLAY;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-cos-la-source-78/
750721235;950043737;77565757000666;EHPAD COS NINA GOURFINKEL;72 BD GAMBETTA;95110;SANNOIS;95;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-cos-nina-gourfinkel-95/
910000819;910700723;26910227300019;EHPAD DE CHARAINTRU;3 AV DE L ARMEE LECLERC;91600;SAVIGNY SUR ORGE;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-de-charaintru-91/
770000602;770701050;26770020100010;EHPAD DE CRECY;18 RTE DE LA CHAPELLE;77580;CRECY LA CHAPELLE;77;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-de-crecy-77/
780130027;780800587;26780234600044;EHPAD DE L HOPITAL DE HOUDAN;42 R DE PARIS;78550;HOUDAN;78;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-de-l-hopital-de-houdan-78/
920023058;920800828;50501320100015;EHPAD DE L UNION BELGE;49 R DE COLOMBES;92400;COURBEVOIE;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-de-l-union-belge-92/
770130078;770811784;26770011000021;EHPAD DE L'EPGT DE TOURNAN EN BRIE;99 R DE PARIS;77220;TOURNAN EN BRIE;77;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-de-l-epgt-de-tournan-en-brie-77/
750005068;780000238;44192191300287;EHPAD DE L'INSTITUT MGEN LA VERRIERE;AV DE MONTFORT;78320;LA VERRIERE;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-de-l-institut-mgen-la-verriere-78/
910001858;910810803;26910263800013;EHPAD DE LA FORET DE SEQUIGNY;CHE DE LA MARE AUX CHANVRES;91704;STE GENEVIEVE DES BOIS CED;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-de-la-foret-de-sequigny-91/
950110080;950801597;26950015300466;EHPAD DE MAGNY;38 R CARNOT;95420;MAGNY EN VEXIN;95;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-de-magny-95/
770000529;770700938;26770017700012;EHPAD DE SAINT SEVERIN;34 R DE LA VILLE FORTE;77570;CHATEAU LANDON;77;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-de-saint-severin-77/
780000899;780701710;78512393600011;EHPAD DES AUGUSTINES;1 PL LAMANT;78100;ST GERMAIN EN LAYE;78;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-des-augustines-78/
750806606;770802619;77566670400033;EHPAD DES BRULLYS;2 R GAMBETTA;77870;VULAINES SUR SEINE;77;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-des-brullys-77/
750803629;750800559;77568192700015;EHPAD DES SOEURS AUGUSTINES;29 R DE LA SANTE;75013;PARIS;75;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-des-soeurs-augustines-75/
780804456;780800736;30245197600013;EHPAD DES SOEURS AUGUSTINES VERSAILLES;23 R EDOUARD CHARTON;78030;VERSAILLES CEDEX;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-des-soeurs-augustines-versailles-78/
750710428;930018858;77568109100168;EHPAD DIANE BENVENUTI ROTHSCHILD;118 R DE PARIS;93100;MONTREUIL;93;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-diane-benvenuti-rothschild-93/
750056509;750033979;48801094300022;EHPAD DOLCEA LES AMBASSADEURS NATION;125 R DE MONTREUIL;75011;PARIS;75;Non renseigné;130.0;B;1;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-dolcea-les-ambassadeurs-nation-75/
920026457;920026465;48521422500024;EHPAD DOLCEA VILLA MEDICIS;4 RTE DU PAVE DES GARDES;92310;SEVRES;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-dolcea-villa-medicis-92/
910001924;910812544;35063728600021;EHPAD DOMAINE DE LA CHALOUETTE;10 R DES TILLEULS;91150;MORIGNY CHAMPIGNY;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-domaine-de-la-chalouette-91/
930025770;770002228;44122129800025;EHPAD DOMAINE DE LA GRANGE;8 AV DU 8 MAI 1945;77176;SAVIGNY LE TEMPLE;77;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-domaine-de-la-grange-77/
750044737;950807404;38899625800033;EHPAD DOMAINE SAINT PRY;2 R REINEBOURG;95390;ST PRIX;95;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-domaine-saint-pry-95/
750005068;950802660;44192191300303;EHPAD DONATION BRIERE;14 R DE SEVY;95190;FONTENAY EN PARISIS;95;Non renseigné;90.74;B;1;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-donation-briere-95/
920030186;930816087;81779709500749;EHPAD DR GASTON ET PAULE SIMON;2 R DE LA TUILERIE;93370;MONTFERMEIL;93;Non renseigné;86.13;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-dr-gaston-et-paule-simon-93/
770021152;770707586;20006345100070;EHPAD DU CANTON DE NEMOURS;19 R ROBERT DUMESNIL;77140;ST PIERRE LES NEMOURS;77;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-du-canton-de-nemours-77/
780130019;780804035;26780249400026;EHPAD DU CENTRE DE GERONTOLOGIE;1 R JEAN MERMOZ;78460;CHEVREUSE;78;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-du-centre-de-gerontologie-78/
780110011;780020087;26780238700147;EHPAD DU CH DE MANTES;2 BD SULLY;78201;MANTES LA JOLIE CEDEX;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-du-ch-de-mantes-78/
770110054;770808806;26770005200132;EHPAD DU CH MELUN;270 AV MARC JACQUET;77000;MELUN;77;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-du-ch-melun-77/
920009909;920804077;26920154700099;EHPAD DU CHI DE SEVRES;141 GRANDE RUE;92310;SEVRES;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-du-chi-de-sevres-92/
930021480;930021498;20001803400047;EHPAD DU GHI LE RAINCY MONTFERMEIL;13 PL JEAN MEMOZ;93370;MONTFERMEIL;93;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-du-ghi-le-raincy-montfermeil-93/
770021152;770808632;20006345100062;EHPAD DU PAYS DE FONTAINEBLEAU;55 BD DU MARECHAL JOFFRE;77305;FONTAINEBLEAU CEDEX;77;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-du-pays-de-fontainebleau-77/
770021152;770809218;20006345100120;EHPAD DU PAYS DE MONTEREAU;1 R VICTOR HUGO;77875;MONTEREAU CEDEX;77;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-du-pays-de-montereau-77/
770021152;770020642;20006345100153;EHPAD DU PAYS DE NEMOURS;R JOHN FITZGERALD KENNEDY;77140;NEMOURS;77;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-du-pays-de-nemours-77/
910019447;910800929;20002643300033;EHPAD DU PETIT ST MARS;26 AV CHARLES DE GAULLE;91152;ETAMPES CEDEX;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-du-petit-st-mars-91/
620110650;770016939;77562993401121;EHPAD EDME PORTA;26 CHE DE MELUN A TROIS MOULINS;77000;MELUN;77;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-edme-porta-77/
920030152;930024120;40125156602747;EHPAD EMEIS FAMILI SANTE COUBRON;1 R FRANCOISE BOUTEVILLE-PATAS;93470;COUBRON;93;Non renseigné;110.0;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-emeis-famili-sante-coubron-93/
920030152;930003728;40125156600691;EHPAD EMEIS LA CHANTERELLE;17 R D'ESTIENNE D ORVES;93310;LE PRE ST GERVAIS;93;Non renseigné;102.0;A;0;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-emeis-la-chanterelle-93/
930000740;930460050;26930089300014;EHPAD EMILE GERARD;30 ALL DE JOINVILLE;93190;LIVRY GARGAN;93;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-emile-gerard-93/
690050497;920710738;;EHPAD EMILIE DE RODAT;9 R TRUMEAU;92500;RUEIL MALMAISON;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-emilie-de-rodat-92/
570010173;940015019;77561815000863;EHPAD ERIK SATIE;12 R DANIELLE MITTERAND;94380;BONNEUIL SUR MARNE;94;Non renseigné;84.35;B;1;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-erik-satie-94/
750810590;920710373;;EHPAD FERRARI;1 PL FERRARI;92141;CLAMART CEDEX;92;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-ferrari-92/
